0,1304,0.02499083669321249,3
0,419516,0.028765301871538224,5
0,440,0.03630966699496657,2
0,12865,0.027700677558573084,7
0,860154,0.9177905729976219,5
0,1208698,0.09076310165101613,5
0,1209586,0.12503805512816296,4
0,748285,0.021435848133446726,7
0,1208054,0.011939691226958137,7
0,9456,0.013900472616068946,4
0,1208715,0.015114711578637965,4
0,10,1,5
0,909091,0.016965710110742303,3
0,787416,0.016641911822830206,4
0,1208695,0.008345743360635394,3
0,102453,0.011111111111111112,4
0,981167,0.23366942607487937,6
0,33143,0.016666666666666666,3
0,1208698,0.00834575260804769,3
0,2202,0.016666666666666666,5
0,1208414,0.1656425475322411,4
0,1117937,0.010658626180003317,6
0,1039564,0.011717402295308916,3
0,84211,0.017057933004968124,3
0,13,1,6
0,84219,0.017150672949529856,3
0,814793,0.008928231305474077,2
0,435101,0.020210972713423463,5
0,17013,0.03539170125030536,2
0,447970,0.028609964441901333,3
0,1058594,0.06995272902026337,6
0,1208711,0.008345743360635394,3
0,727216,0.08646553369627105,3
0,172040,0.011749121018883774,2
0,440,0.0408601515911624,2
0,1110003,0.021322412259327957,4
0,684408,0.6288483474401219,4
0,76761,0.20810152551731095,5
0,250559,0.009027777777777777,3
1,68969,0.012032294678918217,2
1,321215,0.008403361344537815,4
1,940359,0.011397334037997272,5
1,555,0.06259661651679767,4
1,1122766,0.008823529411764706,4
1,1191336,0.008463541666666666,2
1,1191537,0.008611111111111111,3
1,1200468,0.024913245802260717,3
2,114677,0.03290091520091258,2
2,530,0.03354091432532451,2
2,194372,0.02530116455117348,3
2,6927,0.0125,3
2,86241,1,6
2,89366,1,5
2,252380,0.009722222222222222,4
2,34317,0.009850535429846749,6
2,1483,0.01407733619259673,7
2,402449,0.013178227309360253,5
2,68888,0.09804241968691788,1
2,428098,0.0125,3
2,0,1,5
2,263591,0.03143723447732345,6
2,38,0.05206977349648528,3
2,414609,0.021458306510450196,6
2,765782,0.010416666666666666,1
2,590773,0.016666666666666666,1
2,590765,0.016666666666666666,1
2,529280,0.016666666666666666,3
2,19153,0.01682553098245449,6
2,518191,0.01,4
2,864001,0.01740650924325201,2
2,521386,0.025523551857476484,6
2,953486,0.018464644309401788,3
2,1209265,0.017184311591225254,3
2,2,1,7
2,22775,0.07369277129920061,3
2,889521,0.031899300288848166,5
2,1807,0.011369657113880759,3
2,1166399,0.008620689655172414,1
2,421464,0.011697430909959861,3
2,860828,0.6068555592697048,4
2,1209474,0.017285173453901008,3
2,49656,0.8545450026932839,6
2,994019,0.08521134960858794,5
2,79,0.08828017605589396,6
2,1166385,0.0085,1
2,74250,0.00873015873015873,6
2,1055706,0.009149459775946483,4
2,4304,0.024981459073344002,2
2,602340,0.018054912620737575,8
2,1209589,0.09966627479569726,2
2,949505,0.010210894982839905,3
2,603972,0.016666666666666666,1
2,1209577,0.02451255095280381,2
2,9022,0.010059856144057138,4
2,1206248,0.06376660877392284,7
2,1129011,0.018467504886194,5
2,977862,0.019965559410017722,5
2,1209565,0.06816456291971791,3
2,334800,0.031143937710212993,2
2,4028,0.010952557627566492,1
2,1180800,0.008564814814814815,1
2,1180800,0.008487654320987654,1
2,414983,0.019955200574709776,7
2,982838,0.00909090909090909,4
2,1,1,5
2,1180800,0.008514492753623188,1
2,114264,0.009187592534594663,4
2,1209306,0.017116974999989047,3
2,1209556,0.031107303791522663,2
2,873760,0.010046940362948365,3
2,1195178,0.00859375,1
2,1187823,0.008484848484848486,6
2,862475,0.2076397165921437,7
2,1129059,0.0174104642693747,5
2,1118414,0.01099603263142658,6
2,867489,0.008892163121073807,4
2,860859,0.5912311645194168,4
2,1198,0.018368171632195732,6
2,1180800,0.008490566037735849,1
2,469274,0.012684931774258954,4
2,83842,0.03697929039153432,6
2,898545,0.009375,4
2,70847,0.03742966342414879,8
2,1070181,0.019073990050949993,3
2,1206005,0.6248883222597517,6
2,806424,0.00897942365070441,2
2,792064,0.010317726752585306,3
2,220,0.016666666666666666,7
2,788361,0.06344959327617301,5
2,965337,0.020368611968955837,2
2,365380,0.027761429380475943,2
2,162579,0.022018285961814897,6
2,845609,0.010711824545074763,2
2,74224,0.0125,4
2,1153981,0.020556757784922945,3
2,899560,0.010277953229706649,2
2,903607,0.009373916140946204,3
2,952374,0.012768663701489163,4
2,640251,0.021685447167473997,5
3,699833,0.022313675233382447,6
4,411,0.016666666666666666,3
4,969368,0.016680195315136367,3
4,723251,0.011111111111111112,3
4,59784,0.014562748281855753,1
4,671162,0.3997029002359051,6
4,98337,0.04133546624339149,3
4,1125002,0.008854166666666666,5
5,129610,0.02205004809666741,6
5,185996,0.19383176134555816,5
5,340653,0.4558885710398464,5
5,604798,0.016666666666666666,5
5,512441,0.1541146340910636,4
5,344114,0.025924592489710366,4
5,761792,0.011861329200319069,2
5,530040,0.4595908532176628,4
